Domain,Region,Element Code,Element,Item,Year,Unit,Flag,Flag Description,Area,Co2 Emissions,Temperature,Yield
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Malawi,81.2274,0.482,3224814
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Malawi,86.545,0.696,3261846
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Malawi,85.5018,0.966,3291105
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Malawi,99.3068,0.629,3357813
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Malawi,92.143,0.865,3387984
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Malawi,87.1126,0.788,3515026
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Malawi,62.3696,1.055,5042262
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Malawi,63.1991,0.991,4984468
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Malawi,69.462,1.31,4893713
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Malawi,79.5737,1.22,6122299
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Malawi,95.2229,1.039,6096159
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Malawi,101.7936,1.225,6056639
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Madagascar,52.7217,0.056,2648469
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Madagascar,52.5813,0.311,2682026
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Madagascar,48.3273,0.369,2913044
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Madagascar,45.416,0.204,2742871
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Madagascar,58.9954,0.323,2716836
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Madagascar,62.2707,0.347,2721828
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Madagascar,67.8484,0.128,2713644
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Madagascar,78.6625,0.607,2727648
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Madagascar,83.6052,0.778,2727037
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Madagascar,87.4771,0.425,2734392
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Madagascar,75.6007,0.429,2723974
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Madagascar,74.1654,0.593,2720047
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Madagascar,56.0104,0.569,2704780
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Madagascar,70.599,0.628,2692187
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Madagascar,74.718,0.384,2703899
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Madagascar,77.8604,0.634,2742296
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Madagascar,73.7566,0.806,2740885
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Madagascar,81.2534,0.707,2723793
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Madagascar,88.5324,0.527,2709015
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Madagascar,88.7251,0.919,2689331
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Madagascar,99.9081,1.198,2676856
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Madagascar,149.6736,1.166,2669833
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Madagascar,189.9553,0.841,2670615
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Madagascar,225.9847,0.696,2651455
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Madagascar,199.8581,0.821,2654142
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Madagascar,186.451,1.171,2646000
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Madagascar,167.9149,1.12,2636016
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Madagascar,199.7334,1.442,2625147
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Madagascar,194.273,1.115,2619549
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Madagascar,193.1559,1.696,2611649
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Libya,427.0274,0.543,3303166
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Libya,446.0015,0.226,3190234
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Libya,460.3304,-0.41,3182266
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Libya,547.3711,0.279,3167148
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Libya,631.3837,0.415,3273050
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Libya,674.3066,0.26,3265986
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Libya,673.1495,0.448,3313793
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Libya,673.2144,0.401,3319019
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Libya,687.7397,0.693,3413509
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Libya,699.5183,1.184,3733294
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Libya,735.4969,0.237,3469822
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Libya,725.3141,1.218,3339686
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Libya,701.599,0.825,3759955
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Libya,707.8452,0.859,3655636
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Libya,717.2315,0.654,3641786
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Libya,747.4812,0.63,3596870
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Libya,672.5589,0.72,3644678
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Libya,611.5543,0.842,3714986
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Libya,723.1537,0.87,3732703
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Libya,966.8637,0.756,3757309
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Libya,1226.1362,2.068,3753101
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Libya,819.6084,0.752,3752901
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Libya,906.9543,0.677,3798510
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Libya,909.2385,1.122,3771950
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Libya,1060.3896,1.202,3839274
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Libya,586.6066,0.692,3894188
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Libya,796.6454,1.504,3894183
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Libya,704.8919,0.471,3898709
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Libya,690.0068,1.695,3922432
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Libya,615.9302,0.968,3941849
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Liberia,21.6116,0.591,1085427
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Liberia,19.8257,0.531,1023298
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Liberia,20.1962,0.264,1036958
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Liberia,21.7416,0.542,1038677
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Liberia,21.3243,0.592,1041711
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Liberia,22.038,0.75,1044046
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Liberia,22.9798,0.677,1050880
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Liberia,24.2901,0.985,1054145
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Liberia,26.1695,1.26,1056999
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Liberia,25.2818,0.747,1057047
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Liberia,25.2236,0.505,1064418
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Liberia,25.9938,0.691,1063596
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Liberia,24.8512,1.033,1062807
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Liberia,27.9639,1.056,1063153
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Liberia,29.9603,0.921,1066668
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Liberia,40.8995,1.127,1069585
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Liberia,40.275,1.149,1066820
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Liberia,31.928,1.071,1082420
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Liberia,25.517,1.226,1087906
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Liberia,25.3054,1.418,1103068
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Liberia,39.5911,1.447,1110698
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Liberia,47.591,1.119,1107822
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Liberia,51.7269,0.894,1170795
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Liberia,52.4574,1.008,1145009
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Liberia,74.5739,0.963,1140944
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Liberia,81.9829,1.33,1143441
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Liberia,89.9475,1.523,1134268
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Liberia,79.689,1.538,1172076
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Liberia,68.59,1.367,1178888
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Liberia,67.3933,1.552,1177427
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Kenya,278.647,-0.025,4108162
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Kenya,234.0684,0.264,4468642
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Kenya,276.2362,0.418,5502526
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Kenya,283.7694,0.067,5404201
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Kenya,307.9807,0.502,5325076
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Kenya,315.4343,0.376,5517455
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Kenya,382.7505,0.424,5461645
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Kenya,247.2455,0.495,5206490
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Kenya,274.9802,0.228,5664116
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Kenya,239.9128,0.218,5567060
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Kenya,232.5337,0.504,5212896
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Kenya,298.1071,0.59,5461445
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Kenya,323.9065,0.72,5344669
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Kenya,384.6762,0.868,5464902
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Kenya,347.9694,0.673,5746161
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Kenya,317.5181,0.794,6486156
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Kenya,375.1869,0.799,6665546
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Kenya,443.4591,0.505,6756950
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Kenya,431.1993,0.685,7340141
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Kenya,451.8569,1.289,7023397
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Kenya,372.8193,1.104,7087486
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Kenya,470.7237,1.05,6268475
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Kenya,374.3244,0.945,6863481
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Kenya,374.4961,0.87,7027985
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Kenya,287.0809,0.956,7305159
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Kenya,203.6197,1.16,7164436
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Kenya,226.3534,1.259,6391180
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Kenya,269.6872,1.512,6443978
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Kenya,274.3973,0.635,6498647
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Kenya,271.8606,1.611,6525814
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Guinea,87.1893,0.705,1417156
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Guinea,88.3745,0.773,1411977
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Guinea,92.6642,0.426,1389160
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Guinea,95.8193,0.793,1411648
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Guinea,103.038,0.62,1431233
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Guinea,111.5443,0.682,1429683
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Guinea,123.3094,0.957,1438646
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Guinea,129.5732,0.875,1422327
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Guinea,135.5143,1.213,1427383
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Guinea,140.2989,0.567,1427803
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Guinea,143.8241,0.686,1433130
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Guinea,150.7157,0.962,1436078
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Guinea,157.232,1.308,1446137
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Guinea,161.6255,1.235,1533804
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Guinea,165.1386,1.256,1530877
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Guinea,184.9057,1.37,1534613
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Guinea,186.3383,1.32,1531711
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Guinea,197.371,1.184,1525893
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Guinea,199.1681,1.311,1538112
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Guinea,218.194,1.139,1612123
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Guinea,282.5043,1.543,1555764
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Guinea,287.0861,1.265,1572034
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Guinea,231.7019,0.722,1555661
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Guinea,188.7046,1.305,1559784
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Guinea,189.4289,1.181,1624546
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Guinea,211.4361,1.432,1639207
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Guinea,224.1722,1.442,1750351
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Guinea,267.2167,1.807,1661588
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Guinea,382.2729,1.53,1611659
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Guinea,420.8418,1.797,1624552
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Ghana,267.842,0.539,1726388
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Ghana,323.298,0.405,1787824
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Ghana,261.8921,0.159,1811301
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Ghana,310.8128,0.503,1923798
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Ghana,416.2119,0.591,1863648
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Ghana,454.6832,0.761,2106045
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Ghana,473.3255,0.726,2261642
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Ghana,554.5067,0.544,2273643
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Ghana,401.6881,1.193,2297597
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Ghana,455.5548,0.625,2302302
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Ghana,574.172,0.479,2306916
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Ghana,566.3618,0.612,2315678
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Ghana,606.583,0.871,2418308
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Ghana,221.843,1.038,2481069
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Ghana,251.4476,0.794,2559233
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Ghana,252.9626,1.019,2641248
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Ghana,270.4937,1.039,2789829
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Ghana,285.5115,1.015,2913792
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Ghana,294.3432,0.767,3105240
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Ghana,410.4509,0.941,3246507
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Ghana,387.7304,1.322,3335605
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Ghana,480.6875,0.929,3412212
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Ghana,584.0533,0.657,3504157
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Ghana,596.6439,0.89,3611666
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Ghana,589.3155,0.919,3669348
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Ghana,592.3285,1.224,3677927
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Ghana,591.5816,1.328,3699423
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Ghana,609.8339,1.405,3718508
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Ghana,610.1437,1.173,3832320
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Ghana,614.4705,1.389,3864162
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Gambia,13.1085,1.332,350374
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Gambia,13.0491,1.018,330743
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Gambia,12.7627,1.06,337092
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Gambia,13.2867,1.262,342865
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Gambia,13.0411,0.944,336283
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Gambia,14.3037,1.055,328772
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Gambia,14.1793,1.281,332487
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Gambia,14.2754,1.516,333367
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Gambia,14.436,1.764,338008
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Gambia,15.218,0.957,360478
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Gambia,13.6909,1.126,361551
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Gambia,14.2793,1.411,361865
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Gambia,12.7875,1.531,342805
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Gambia,11.0168,1.202,354439
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Gambia,11.3984,1.228,356820
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Gambia,10.8639,1.632,346420
